Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Stops,Total_Distance_km
29019,MDS,MANDSOR,KOTA,KOTA,8,276
29020,KOTA,KOTA,MDS,MANDSOR,8,276
30111,BLN,BALLYGUNGE J,BP,BARRACKPORE,23,45
30112,BP,BARRACKPORE,MJT,MAJERHAT,19,33
30116,BP,BARRACKPORE,BBDB,BENOY BADAL,14,25
30121,NACC,NEW ALIPUR (,NH,NAIHATI JN.,26,51
30122,NH,NAIHATI JN.,BLN,BALLYGUNGE J,29,60
30123,MJT,MAJERHAT,NH,NAIHATI JN.,25,49
30128,KLYM,KALYANI SIMA,NACC,NEW ALIPUR (,32,66
30135,MJT,MAJERHAT,RHA,RANAGHAT JN.,34,84
30142,GEDE,GEDE,MJT,MAJERHAT,42,128
30145,BBDB,BENOY BADAL,KNJ,KRISHNA NAGA,34,102
30152,NH,NAIHATI JN.,MJT,MAJERHAT,21,53
30154,NH,NAIHATI JN.,MJT,MAJERHAT,21,53
30211,BBDB,BENOY BADAL,DDJ,DUM DUM JN.,8,9
30311,PPGT,PRINCEP GHAT,BT,BARASAT JN.,18,28
30312,BT,BARASAT JN.,MJT,MAJERHAT,21,33
30313,MJT,MAJERHAT,BT,BARASAT JN.,21,33
30314,DTK,DATTAPUKUR,MJT,MAJERHAT,23,41
30317,MJT,MAJERHAT,DTK,DATTAPUKUR,23,41
30321,MJT,MAJERHAT,HNB,HASANABAD,35,85
30322,HNB,HASANABAD,BBDB,BENOY BADAL,34,77
30324,HNB,HASANABAD,PPGT,PRINCEP GHAT,36,80
30331,MJT,MAJERHAT,HB,HABRA,27,55
30332,HB,HABRA,MJT,MAJERHAT,27,55
30333,MJT,MAJERHAT,HB,HABRA,27,55
30342,BNJ,BANGAON JN.,MJT,MAJERHAT,28,87
30344,BNJ,BANGAON JN.,MJT,MAJERHAT,34,87
30346,BNJ,BANGAON JN.,MJT,MAJERHAT,34,87
30351,MJT,MAJERHAT,BT,BARASAT JN.,17,37
30353,MJT,MAJERHAT,DTK,DATTAPUKUR,19,45
30357,MJT,MAJERHAT,MMG,MADHYAM GRAM,15,33
30358,MMG,MADHYAM GRAM,MJT,MAJERHAT,15,33
30361,MJT,MAJERHAT,HNB,HASANABAD,31,90
30411,BBDB,BENOY BADAL,SDAH,SEALDAH,11,24
30412,SDAH,SEALDAH,BBDB,BENOY BADAL,11,24
30413,BBDB,BENOY BADAL,SDAH,SEALDAH,11,24
30414,SDAH,SEALDAH,BBDB,BENOY BADAL,11,24
30416,SDAH,SEALDAH,BBDB,BENOY BADAL,11,24
30451,BBDB,BENOY BADAL,SDAH,SEALDAH,11,24
30452,SDAH,SEALDAH,KOAA,KOLKATA,16,31
30511,CHT,CHAMPAHATI,MJT,MAJERHAT,14,30
30552,MJT,MAJERHAT,GOF,GHUTIARI SHA,17,37
30612,KOAA,KOLKATA,BRP,BARUIPUR JN.,24,46
30711,LKPR,LAKSHMIKANTA,MJT,MAJERHAT,26,67
30712,MJT,MAJERHAT,LKPR,LAKSHMIKANTA,26,67
31051,BGB,BUDGE BUDGE,NH,NAIHATI JN.,26,67
31053,BGB,BUDGE BUDGE,NH,NAIHATI JN.,26,67
31055,BGB,BUDGE BUDGE,NH,NAIHATI JN.,26,67
31111,SDAH,SEALDAH,KWAE,KATWA JN.,39,154
31112,KWAE,KATWA JN.,SDAH,SEALDAH,37,154
31151,SDAH,SEALDAH,BWN,BARDDHAMAN J,35,116
31152,BWN,BARDDHAMAN J,SDAH,SEALDAH,35,116
31191,NH,NAIHATI JN.,KLYM,KALYANI SIMA,7,15
31192,KLYM,KALYANI SIMA,NH,NAIHATI JN.,7,15
31211,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31212,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31213,SDAH,SEALDAH,BP,BARRACKPORE,4,25
31214,BP,BARRACKPORE,SDAH,SEALDAH,5,25
31215,SDAH,SEALDAH,BP,BARRACKPORE,5,25
31216,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31217,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31218,BP,BARRACKPORE,SDAH,SEALDAH,7,25
31219,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31220,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31221,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31222,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31223,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31224,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31225,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31226,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31227,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31228,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31229,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31230,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31231,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31232,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31233,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31234,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31235,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31236,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31237,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31238,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31239,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31240,BP,BARRACKPORE,SDAH,SEALDAH,9,25
31241,SDAH,SEALDAH,BP,BARRACKPORE,9,25
31261,KGK,KANKURGACHHI,BP,BARRACKPORE,9,20
31311,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31312,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31313,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31314,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31315,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31316,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31317,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31318,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31319,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31320,KLYM,KALYANI SIMA,SDAH,SEALDAH,12,55
31321,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31322,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31323,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31324,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31325,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31326,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31327,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31328,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31329,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31330,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31331,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31332,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31333,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31334,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31335,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31336,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31337,SDAH,SEALDAH,KLYM,KALYANI SIMA,13,55
31338,KLYM,KALYANI SIMA,SDAH,SEALDAH,21,55
31339,SDAH,SEALDAH,KLYM,KALYANI SIMA,21,55
31411,SDAH,SEALDAH,NH,NAIHATI JN.,9,40
31412,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31413,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31414,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31415,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31416,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31417,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31418,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31420,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31421,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31422,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31423,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31424,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31425,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31426,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31427,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31428,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31429,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31430,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31431,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31432,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31433,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31434,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31435,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31436,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31437,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31438,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31439,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31440,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31441,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31442,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31443,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31444,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31445,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31446,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31447,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31448,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31449,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31450,NH,NAIHATI JN.,SDAH,SEALDAH,15,40
31451,SDAH,SEALDAH,NH,NAIHATI JN.,15,40
31471,KGK,KANKURGACHHI,NH,NAIHATI JN.,15,35
31511,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31512,STB,SHANTIPUR JN,SDAH,SEALDAH,28,96
31513,SDAH,SEALDAH,STB,SHANTIPUR JN,28,96
31514,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31515,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31516,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31517,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31518,STB,SHANTIPUR JN,SDAH,SEALDAH,25,96
31519,SDAH,SEALDAH,STB,SHANTIPUR JN,27,96
31520,STB,SHANTIPUR JN,SDAH,SEALDAH,28,96
31521,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31522,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31523,SDAH,SEALDAH,STB,SHANTIPUR JN,27,96
31524,STB,SHANTIPUR JN,SDAH,SEALDAH,28,96
31525,SDAH,SEALDAH,STB,SHANTIPUR JN,28,96
31526,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31527,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31528,STB,SHANTIPUR JN,SDAH,SEALDAH,27,96
31529,SDAH,SEALDAH,STB,SHANTIPUR JN,29,96
31530,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31531,SDAH,SEALDAH,STB,SHANTIPUR JN,23,96
31532,STB,SHANTIPUR JN,SDAH,SEALDAH,29,96
31533,SDAH,SEALDAH,STB,SHANTIPUR JN,27,96
31534,STB,SHANTIPUR JN,SDAH,SEALDAH,24,96
31535,SDAH,SEALDAH,STB,SHANTIPUR JN,27,96
31536,STB,SHANTIPUR JN,SDAH,SEALDAH,26,96
31537,SDAH,SEALDAH,STB,SHANTIPUR JN,28,96
31538,STB,SHANTIPUR JN,SDAH,SEALDAH,28,96
31539,SDAH,SEALDAH,STB,SHANTIPUR JN,28,96
31540,STB,SHANTIPUR JN,SDAH,SEALDAH,27,96
31541,SDAH,SEALDAH,STB,SHANTIPUR JN,28,96
31542,STB,SHANTIPUR JN,SDAH,SEALDAH,27,96
31571,RHA,RANAGHAT JN.,KNJ,KRISHNA NAGA,6,35
31584,KNJ,KRISHNA NAGA,STB,SHANTIPUR JN,2,15
31585,STB,SHANTIPUR JN,KNJ,KRISHNA NAGA,2,15
31586,KNJ,KRISHNA NAGA,STB,SHANTIPUR JN,2,15
31601,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31602,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31611,SDAH,SEALDAH,RHA,RANAGHAT JN.,23,76
31612,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31613,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31614,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31615,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31616,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31617,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31618,RHA,RANAGHAT JN.,SDAH,SEALDAH,11,76
31619,SDAH,SEALDAH,RHA,RANAGHAT JN.,12,76
31620,RHA,RANAGHAT JN.,SDAH,SEALDAH,20,76
31621,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31622,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31623,SDAH,SEALDAH,RHA,RANAGHAT JN.,23,76
31624,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31625,SDAH,SEALDAH,RHA,RANAGHAT JN.,16,76
31626,RHA,RANAGHAT JN.,SDAH,SEALDAH,10,76
31627,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31628,RHA,RANAGHAT JN.,SDAH,SEALDAH,21,76
31629,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31630,RHA,RANAGHAT JN.,SDAH,SEALDAH,23,76
31631,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31632,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31633,SDAH,SEALDAH,RHA,RANAGHAT JN.,24,76
31634,RHA,RANAGHAT JN.,SDAH,SEALDAH,24,76
31636,RHA,RANAGHAT JN.,SDAH,SEALDAH,23,76
31711,NH,NAIHATI JN.,RHA,RANAGHAT JN.,10,35
31712,RHA,RANAGHAT JN.,NH,NAIHATI JN.,9,35
31713,NH,NAIHATI JN.,RHA,RANAGHAT JN.,6,35
31714,RHA,RANAGHAT JN.,NH,NAIHATI JN.,6,35
31721,RHA,RANAGHAT JN.,KNJ,KRISHNA NAGA,6,26
31722,KNJ,KRISHNA NAGA,RHA,RANAGHAT JN.,6,26
31723,RHA,RANAGHAT JN.,KNJ,KRISHNA NAGA,6,26
31724,KNJ,KRISHNA NAGA,RHA,RANAGHAT JN.,5,26
31725,RHA,RANAGHAT JN.,KNJ,KRISHNA NAGA,7,26
31726,KNJ,KRISHNA NAGA,RHA,RANAGHAT JN.,7,26
31741,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31742,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31743,RHA,RANAGHAT JN.,GEDE,GEDE,10,43
31744,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31745,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31746,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31747,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31748,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31749,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31750,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31751,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31752,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31753,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31754,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31755,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31756,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31757,RHA,RANAGHAT JN.,GEDE,GEDE,13,43
31758,GEDE,GEDE,RHA,RANAGHAT JN.,13,43
31765,RHA,RANAGHAT JN.,LGL,LALGOLA,25,154
31766,LGL,LALGOLA,RHA,RANAGHAT JN.,25,153
31767,RHA,RANAGHAT JN.,LGL,LALGOLA,29,154
31768,LGL,LALGOLA,RHA,RANAGHAT JN.,27,153
31770,LGL,LALGOLA,RHA,RANAGHAT JN.,29,153
31771,RHA,RANAGHAT JN.,LGL,LALGOLA,28,154
31772,LGL,LALGOLA,RHA,RANAGHAT JN.,29,153
31781,RHA,RANAGHAT JN.,STB,SHANTIPUR JN,6,20
31782,STB,SHANTIPUR JN,RHA,RANAGHAT JN.,6,19
31783,RHA,RANAGHAT JN.,STB,SHANTIPUR JN,5,20
31784,STB,SHANTIPUR JN,RHA,RANAGHAT JN.,5,19
31786,STB,SHANTIPUR JN,RHA,RANAGHAT JN.,5,19
31801,SDAH,SEALDAH,KNJ,KRISHNA NAGA,29,102
31802,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31811,SDAH,SEALDAH,KNJ,KRISHNA NAGA,29,102
31812,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31813,SDAH,SEALDAH,KNJ,KRISHNA NAGA,30,102
31814,KNJ,KRISHNA NAGA,SDAH,SEALDAH,22,102
31815,SDAH,SEALDAH,KNJ,KRISHNA NAGA,29,102
31816,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31817,SDAH,SEALDAH,KNJ,KRISHNA NAGA,30,102
31818,KNJ,KRISHNA NAGA,SDAH,SEALDAH,25,102
31819,SDAH,SEALDAH,KNJ,KRISHNA NAGA,21,102
31820,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31821,SDAH,SEALDAH,KNJ,KRISHNA NAGA,29,102
31822,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31823,SDAH,SEALDAH,KNJ,KRISHNA NAGA,28,102
31824,KNJ,KRISHNA NAGA,SDAH,SEALDAH,28,102
31825,SDAH,SEALDAH,KNJ,KRISHNA NAGA,30,102
31826,KNJ,KRISHNA NAGA,SDAH,SEALDAH,20,102
31827,SDAH,SEALDAH,KNJ,KRISHNA NAGA,30,102
31828,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31829,SDAH,SEALDAH,KNJ,KRISHNA NAGA,23,102
31830,KNJ,KRISHNA NAGA,SDAH,SEALDAH,26,102
31831,SDAH,SEALDAH,KNJ,KRISHNA NAGA,16,102
31832,KNJ,KRISHNA NAGA,SDAH,SEALDAH,28,102
31833,SDAH,SEALDAH,KNJ,KRISHNA NAGA,22,102
31834,KNJ,KRISHNA NAGA,SDAH,SEALDAH,26,102
31835,SDAH,SEALDAH,KNJ,KRISHNA NAGA,29,102
31836,KNJ,KRISHNA NAGA,SDAH,SEALDAH,29,102
31837,SDAH,SEALDAH,KNJ,KRISHNA NAGA,28,102
31838,KNJ,KRISHNA NAGA,SDAH,SEALDAH,30,102
31839,SDAH,SEALDAH,KNJ,KRISHNA NAGA,19,102
31840,KNJ,KRISHNA NAGA,SDAH,SEALDAH,16,102
31841,SDAH,SEALDAH,KNJ,KRISHNA NAGA,9,102
31842,KNJ,KRISHNA NAGA,SDAH,SEALDAH,9,102
31843,SDAH,SEALDAH,KNJ,KRISHNA NAGA,10,102
31844,KNJ,KRISHNA NAGA,SDAH,SEALDAH,10,102
31861,KNJ,KRISHNA NAGA,LGL,LALGOLA,23,128
31862,LGL,LALGOLA,KNJ,KRISHNA NAGA,24,127
31863,KNJ,KRISHNA NAGA,LGL,LALGOLA,21,128
31864,LGL,LALGOLA,KNJ,KRISHNA NAGA,20,127
31865,KNJ,KRISHNA NAGA,LGL,LALGOLA,20,128
31866,LGL,LALGOLA,KNJ,KRISHNA NAGA,21,127
31911,SDAH,SEALDAH,GEDE,GEDE,36,119
31912,GEDE,GEDE,SDAH,SEALDAH,36,119
31913,SDAH,SEALDAH,GEDE,GEDE,36,119
31914,GEDE,GEDE,SDAH,SEALDAH,36,119
31915,SDAH,SEALDAH,GEDE,GEDE,36,119
31916,GEDE,GEDE,SDAH,SEALDAH,30,119
31917,SDAH,SEALDAH,GEDE,GEDE,36,119
31918,GEDE,GEDE,SDAH,SEALDAH,36,119
31919,SDAH,SEALDAH,GEDE,GEDE,36,119
31920,GEDE,GEDE,SDAH,SEALDAH,35,119
31921,SDAH,SEALDAH,GEDE,GEDE,36,119
31922,GEDE,GEDE,SDAH,SEALDAH,36,119
31923,SDAH,SEALDAH,GEDE,GEDE,36,119
31924,GEDE,GEDE,SDAH,SEALDAH,35,119
31925,SDAH,SEALDAH,GEDE,GEDE,35,119
31926,GEDE,GEDE,SDAH,SEALDAH,36,119
31927,SDAH,SEALDAH,GEDE,GEDE,36,119
31928,GEDE,GEDE,SDAH,SEALDAH,31,119
31929,SDAH,SEALDAH,GEDE,GEDE,36,119
32211,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32212,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32213,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32214,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32215,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32216,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32217,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32218,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32219,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32220,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32221,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32222,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32223,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32224,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32225,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32226,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32227,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32228,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32229,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32230,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32231,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32232,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32233,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32234,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32235,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32236,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32237,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32238,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32239,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32240,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32241,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32242,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32243,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32244,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32245,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32246,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32247,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32248,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32249,SDAH,SEALDAH,DKAE,DANKUNI JN.,9,28
32250,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32252,DKAE,DANKUNI JN.,SDAH,SEALDAH,9,28
32411,SDAH,SEALDAH,BRPA,BARUI PARA,13,39
32412,BRPA,BARUI PARA,SDAH,SEALDAH,13,39
32413,SDAH,SEALDAH,BRPA,BARUI PARA,13,39
32414,BRPA,BARUI PARA,SDAH,SEALDAH,13,39
33061,CG,CANNING,BT,BARASAT JN.,26,66
33212,DDJ,DUM DUM JN.,SDAH,SEALDAH,3,9
33231,DDJ,DUM DUM JN.,BP,BARRACKPORE,7,15
33232,BP,BARRACKPORE,DDJ,DUM DUM JN.,7,15
33262,BT,BARASAT JN.,DDJ,DUM DUM JN.,9,15
33271,DDJ,DUM DUM JN.,GBG,GOBARDANGA,18,50
33282,HNB,HASANABAD,DDJ,DUM DUM JN.,27,67
33291,DDJ,DUM DUM JN.,DKAE,DANKUNI JN.,7,18
33311,BT,BARASAT JN.,HNB,HASANABAD,19,52
33312,HNB,HASANABAD,BT,BARASAT JN.,19,52
33313,BT,BARASAT JN.,HNB,HASANABAD,19,52
33314,HNB,HASANABAD,BT,BARASAT JN.,19,52
33315,BT,BARASAT JN.,HNB,HASANABAD,19,52
33316,HNB,HASANABAD,BT,BARASAT JN.,19,52
33317,BT,BARASAT JN.,HNB,HASANABAD,19,52
33318,HNB,HASANABAD,BT,BARASAT JN.,19,52
33319,BT,BARASAT JN.,HNB,HASANABAD,19,52
33320,HNB,HASANABAD,BT,BARASAT JN.,19,52
33321,BT,BARASAT JN.,HNB,HASANABAD,19,52
33323,BT,BARASAT JN.,HNB,HASANABAD,19,52
33325,BT,BARASAT JN.,HNB,HASANABAD,19,52
33351,BT,BARASAT JN.,HB,HABRA,7,22
33357,BT,BARASAT JN.,DTK,DATTAPUKUR,3,7
33361,BT,BARASAT JN.,BNJ,BANGAON JN.,14,54
33362,BNJ,BANGAON JN.,BT,BARASAT JN.,12,54
33363,BT,BARASAT JN.,BNJ,BANGAON JN.,12,54
33364,BNJ,BANGAON JN.,BT,BARASAT JN.,12,54
33365,BT,BARASAT JN.,BNJ,BANGAON JN.,12,54
33366,BNJ,BANGAON JN.,BT,BARASAT JN.,12,54
33367,BT,BARASAT JN.,BNJ,BANGAON JN.,13,54
33382,GBG,GOBARDANGA,BT,BARASAT JN.,10,35
33401,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33402,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33411,SDAH,SEALDAH,DDC,DUMDUM CANTO,4,12
33412,DDC,DUMDUM CANTO,SDAH,SEALDAH,4,12
33421,SDAH,SEALDAH,MMG,MADHYAM GRAM,9,20
33422,MMG,MADHYAM GRAM,SDAH,SEALDAH,9,20
33431,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33432,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33433,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33434,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33435,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33436,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33437,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33438,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33439,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33440,BT,BARASAT JN.,SDAH,SEALDAH,11,25
33441,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33443,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33445,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33447,SDAH,SEALDAH,BT,BARASAT JN.,11,24
33511,SDAH,SEALDAH,HNB,HASANABAD,29,77
33512,HNB,HASANABAD,SDAH,SEALDAH,29,77
33513,SDAH,SEALDAH,HNB,HASANABAD,29,77
33514,HNB,HASANABAD,SDAH,SEALDAH,29,77
33515,SDAH,SEALDAH,HNB,HASANABAD,29,77
33516,HNB,HASANABAD,SDAH,SEALDAH,25,77
33517,SDAH,SEALDAH,HNB,HASANABAD,29,77
