Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Stops,Total_Distance_km
52175,GWO,GWALIOR (NG),SBL,SABALGARH,8,92
52176,SBL,SABALGARH,GWO,GWALIOR (NG),7,92
52177,SBL,SABALGARH,SOE,SHEOPUR KALA,14,103
52178,SOE,SHEOPUR KALA,SBL,SABALGARH,14,103
52179,DHOA,DHOLPUR (NG),SRMT,SIRMUTTRA,9,70
52180,SRMT,SIRMUTTRA,DHOA,DHOLPUR (NG),9,70
52181,DHOA,DHOLPUR (NG),TPO,TANTPUR,9,58
52182,TPO,TANTPUR,BARI,BARI,5,27
52183,BARI,BARI,SRMT,SIRMUTTRA,5,39
52184,SRMT,SIRMUTTRA,DHOA,DHOLPUR (NG),9,70
52205,PBE,PILIBHIT JN.,MLN,MAILANI JN.,13,67
52206,MLN,MAILANI JN.,PBE,PILIBHIT JN.,8,67
52207,PBE,PILIBHIT JN.,MLN,MAILANI JN.,13,67
52208,MLN,MAILANI JN.,PBE,PILIBHIT JN.,13,67
52221,PBE,PILIBHIT JN.,MLN,MAILANI JN.,13,67
52222,MLN,MAILANI JN.,PBE,PILIBHIT JN.,13,67
52223,PBE,PILIBHIT JN.,MLN,MAILANI JN.,13,67
52224,MLN,MAILANI JN.,PBE,PILIBHIT JN.,13,67
52225,PBE,PILIBHIT JN.,MLN,MAILANI JN.,8,67
52226,MLN,MAILANI JN.,PBE,PILIBHIT JN.,13,67
52229,SZP,SHAHJAHANPUR,PBE,PILIBHIT JN.,15,84
52230,PBE,PILIBHIT JN.,SZP,SHAHJAHANPUR,16,84
52231,PBE,PILIBHIT JN.,SZP,SHAHJAHANPUR,15,84
52232,SZP,SHAHJAHANPUR,PBE,PILIBHIT JN.,15,84
52233,PBE,PILIBHIT JN.,SZP,SHAHJAHANPUR,15,83
52234,SZP,SHAHJAHANPUR,PBE,PILIBHIT JN.,16,84
52235,PBE,PILIBHIT JN.,SZP,SHAHJAHANPUR,14,83
52236,SZP,SHAHJAHANPUR,PBE,PILIBHIT JN.,13,84
52239,TQN,TIKUNIA,MLN,MAILANI JN.,6,78
52240,MLN,MAILANI JN.,TQN,TIKUNIA,6,78
52241,BRK,BAHRAICH,MLN,MAILANI JN.,18,205
52242,MLN,MAILANI JN.,BRK,BAHRAICH,18,205
52251,BRK,BAHRAICH,MLN,MAILANI JN.,18,205
52252,MLN,MAILANI JN.,BRK,BAHRAICH,19,205
52253,BRK,BAHRAICH,MLN,MAILANI JN.,18,205
52254,MLN,MAILANI JN.,BRK,BAHRAICH,18,205
52255,BRK,BAHRAICH,MLN,MAILANI JN.,19,205
52256,MLN,MAILANI JN.,BRK,BAHRAICH,18,205
52257,BRK,BAHRAICH,MLN,MAILANI JN.,16,205
52258,MLN,MAILANI JN.,BRK,BAHRAICH,16,205
52259,BRK,BAHRAICH,MLN,MAILANI JN.,16,205
52260,MLN,MAILANI JN.,BRK,BAHRAICH,16,205
52263,BRK,BAHRAICH,NPR,NEPALGANJ RO,6,54
52264,NPR,NEPALGANJ RO,BRK,BAHRAICH,6,54
52265,BRK,BAHRAICH,NPR,NEPALGANJ RO,6,54
52266,NPR,NEPALGANJ RO,BRK,BAHRAICH,6,54
52267,BRK,BAHRAICH,NPR,NEPALGANJ RO,6,54
52268,NPR,NEPALGANJ RO,BRK,BAHRAICH,6,54
52297,PBE,PILIBHIT JN.,SZP,SHAHJAHANPUR,6,84
52298,SZP,SHAHJAHANPUR,PBE,PILIBHIT JN.,6,84
52451,KLK,KALKA,SML,SHIMLA,3,95
52452,SML,SHIMLA,KLK,KALKA,3,95
52453,KLK,KALKA,SML,SHIMLA,12,95
52454,SML,SHIMLA,KLK,KALKA,14,95
52455,KLK,KALKA,SML,SHIMLA,11,95
52456,SML,SHIMLA,KLK,KALKA,10,95
52457,KLK,KALKA,SML,SHIMLA,18,95
52458,SML,SHIMLA,KLK,KALKA,18,95
52461,PTK,PATHANKOT JN,JMKR,JAWALAMUKHI,17,93
52462,JMKR,JAWALAMUKHI,PTK,PATHANKOT JN,17,104
52463,PTK,PATHANKOT JN,BJPL,BAIJNATH PAP,28,156
52464,BJPL,BAIJNATH PAP,PTK,PATHANKOT JN,27,176
52465,PTK,PATHANKOT JN,BJPL,BAIJNATH PAP,30,162
52466,BJPL,BAIJNATH PAP,PTK,PATHANKOT JN,30,185
52467,PTK,PATHANKOT JN,BJPL,BAIJNATH PAP,30,162
52468,BJPL,BAIJNATH PAP,PTK,PATHANKOT JN,30,185
52469,PTK,PATHANKOT JN,BJPL,BAIJNATH PAP,25,164
52470,BJPL,BAIJNATH PAP,PTK,PATHANKOT JN,23,169
52471,PTK,PATHANKOT JN,JDNX,JOGINDER NAG,30,192
52472,JDNX,JOGINDER NAG,PTK,PATHANKOT JN,34,215
52473,PTK,PATHANKOT JN,JDNX,JOGINDER NAG,34,191
52474,JDNX,JOGINDER NAG,PTK,PATHANKOT JN,33,213
52540,DJ,DARJEELING,NJP,NEW JALPAIGU,12,87
52541,NJP,NEW JALPAIGU,DJ,DARJEELING,12,87
52570,DJ,DARJEELING,KGN,KURSEONG,5,30
52571,KGN,KURSEONG,DJ,DARJEELING,5,30
52587,KGN,KURSEONG,DJ,DARJEELING,5,30
52588,DJ,DARJEELING,KGN,KURSEONG,5,30
52591,DJ,DARJEELING,DJ,DARJEELING,3,12
52592,DJ,DARJEELING,DJ,DARJEELING,3,12
52593,DJ,DARJEELING,DJ,DARJEELING,3,12
52594,DJ,DARJEELING,DJ,DARJEELING,3,12
52595,DJ,DARJEELING,DJ,DARJEELING,3,12
52596,DJ,DARJEELING,DJ,DARJEELING,3,12
52597,DJ,DARJEELING,DJ,DARJEELING,3,12
52598,DJ,DARJEELING,DJ,DARJEELING,3,12
52599,DJ,DARJEELING,DJ,DARJEELING,3,12
52911,RUJ,RANUJ,ADIJ,AHMEDABAD JN,14,134
52912,ADIJ,AHMEDABAD JN,RUJ,RANUJ,14,134
52913,RUJ,RANUJ,ADIJ,AHMEDABAD JN,14,134
52914,ADIJ,AHMEDABAD JN,RUJ,RANUJ,14,134
52929,VRLF,VERAVAL MG,DASF,DHASA JN (MG,17,189
52930,DASF,DHASA JN (MG,VRLF,VERAVAL MG,17,189
52931,JLRF,JETALSAR JN,DASF,DHASA JN (MG,11,104
52932,DASF,DHASA JN (MG,JLRF,JETALSAR JN,11,104
52933,VRLF,VERAVAL MG,DASF,DHASA JN (MG,17,189
52934,BTDF,BOTAD JN (MG,GG,GANDHIGRAM,21,154
52935,GG,GANDHIGRAM,BTDF,BOTAD JN (MG,20,154
52938,BTDF,BOTAD JN (MG,ADIJ,AHMEDABAD JN,14,175
52939,ADIJ,AHMEDABAD JN,BTDF,BOTAD JN (MG,14,175
52940,BTDF,BOTAD JN (MG,GG,GANDHIGRAM,20,154
52941,GG,GANDHIGRAM,BTDF,BOTAD JN (MG,20,154
52942,BTDF,BOTAD JN (MG,GG,GANDHIGRAM,12,154
52943,GG,GANDHIGRAM,BTDF,BOTAD JN (MG,12,154
52944,BTDF,BOTAD JN (MG,GG,GANDHIGRAM,17,154
52945,GG,GANDHIGRAM,BTDF,BOTAD JN (MG,17,154
52946,DASF,DHASA JN (MG,VRLF,VERAVAL MG,17,189
52947,JLRF,JETALSAR JN,DASF,DHASA JN (MG,11,104
52948,DASF,DHASA JN (MG,JLRF,JETALSAR JN,11,104
52949,VRLF,VERAVAL MG,DVA,DELVADA,12,95
52950,DVA,DELVADA,VRLF,VERAVAL MG,12,95
52951,DVA,DELVADA,JND,JUNAGADH JN,19,159
52952,JND,JUNAGADH JN,DVA,DELVADA,19,159
52953,KODR,KODINAR,VRLF,VERAVAL MG,7,70
52954,VRLF,VERAVAL MG,KODR,KODINAR,7,70
52955,KJV,KHIJADIYA JN,JND,JUNAGADH JN,12,133
52956,JND,JUNAGADH JN,KJV,KHIJADIYA JN,12,133
52963,DADN,MHOW,SWD,SANAWAD,8,63
52964,SWD,SANAWAD,DADN,MHOW,8,63
52973,DADN,MHOW,SWD,SANAWAD,8,63
52974,SWD,SANAWAD,DADN,MHOW,8,63
52975,DADN,MHOW,SWD,SANAWAD,8,63
52976,SWD,SANAWAD,DADN,MHOW,8,63
52987,DADN,MHOW,SWD,SANAWAD,8,63
52988,SWD,SANAWAD,DADN,MHOW,8,63
53001,HWH,HOWRAH JN.,AZ,AZIMGANJ JN.,42,209
53002,AZ,AZIMGANJ JN.,HWH,HOWRAH JN.,36,216
53005,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,17,65
53006,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,16,72
53007,KWAE,KATWA JN.,RPH,RAMPUR HAT,28,131
53008,RPH,RAMPUR HAT,KWAE,KATWA JN.,29,131
53009,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,18,65
53010,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,19,72
53011,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,15,65
53012,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,20,72
53013,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,17,72
53014,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,17,72
53015,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,16,65
53016,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,16,72
53017,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,17,72
53018,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,20,72
53019,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,13,65
53020,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,15,65
53021,AZ,AZIMGANJ JN.,SBG,SAHIBGANJ,25,142
53022,SBG,SAHIBGANJ,AZ,AZIMGANJ JN.,25,142
53023,AZ,AZIMGANJ JN.,RPH,RAMPUR HAT,11,59
53024,RPH,RAMPUR HAT,AZ,AZIMGANJ JN.,10,59
53025,AZ,AZIMGANJ JN.,RPH,RAMPUR HAT,11,59
53026,RPH,RAMPUR HAT,AZ,AZIMGANJ JN.,11,59
53027,AZ,AZIMGANJ JN.,MLDT,MALDA TOWN,22,112
53028,MLDT,MALDA TOWN,AZ,AZIMGANJ JN.,22,112
53029,AZ,AZIMGANJ JN.,BGP,BHAGALPUR,42,217
53030,BGP,BHAGALPUR,AZ,AZIMGANJ JN.,41,217
53031,AZ,AZIMGANJ JN.,RPH,RAMPUR HAT,11,59
53034,RPH,RAMPUR HAT,AZ,AZIMGANJ JN.,11,59
53035,AZ,AZIMGANJ JN.,BHW,BARHARWA JN.,18,87
53036,BHW,BARHARWA JN.,AZ,AZIMGANJ JN.,20,87
53037,SBG,SAHIBGANJ,BGP,BHAGALPUR,14,74
53038,BGP,BHAGALPUR,SBG,SAHIBGANJ,14,74
53041,HWH,HOWRAH JN.,JYG,JAYNAGAR,118,718
53042,JYG,JAYNAGAR,HWH,HOWRAH JN.,107,718
53043,HWH,HOWRAH JN.,RGD,RAJGIR,83,653
53044,RGD,RAJGIR,HWH,HOWRAH JN.,73,653
53045,HWH,HOWRAH JN.,RPH,RAMPUR HAT,21,286
53046,RPH,RAMPUR HAT,HWH,HOWRAH JN.,20,287
53047,HWH,HOWRAH JN.,RPH,RAMPUR HAT,23,218
53048,RPH,RAMPUR HAT,HWH,HOWRAH JN.,23,218
53049,HWH,HOWRAH JN.,MKA,MOKAMA JN.,53,453
53050,MKA,MOKAMA JN.,HWH,HOWRAH JN.,50,454
53061,BWN,BARDDHAMAN J,HTE,HATIA,50,348
53062,HTE,HATIA,BWN,BARDDHAMAN J,50,346
53063,BWN,BARDDHAMAN J,BHW,BARHARWA JN.,31,194
53064,BHW,BARHARWA JN.,BWN,BARDDHAMAN J,31,194
53068,RPH,RAMPUR HAT,BWN,BARDDHAMAN J,19,111
53069,BWN,BARDDHAMAN J,RPH,RAMPUR HAT,19,111
53073,RPH,RAMPUR HAT,SBG,SAHIBGANJ,22,137
53074,SBG,SAHIBGANJ,RPH,RAMPUR HAT,22,137
53075,RPH,RAMPUR HAT,BHW,BARHARWA JN.,13,82
53076,BHW,BARHARWA JN.,RPH,RAMPUR HAT,13,82
53081,RPH,RAMPUR HAT,DUMK,DUMKA,8,64
53131,SDAH,SEALDAH,MFP,MUZAFFARPUR,70,571
53132,MFP,MUZAFFARPUR,SDAH,SEALDAH,70,572
53137,RPH,RAMPUR HAT,BHW,BARHARWA JN.,13,82
53138,BHW,BARHARWA JN.,RPH,RAMPUR HAT,13,82
53139,KOAA,KOLKATA,JSME,JASIDIH JN.,18,324
53140,JSME,JASIDIH JN.,KOAA,KOLKATA,18,325
53171,SDAH,SEALDAH,LGL,LALGOLA,40,231
53172,LGL,LALGOLA,SDAH,SEALDAH,38,229
53175,SDAH,SEALDAH,LGL,LALGOLA,35,231
53176,LGL,LALGOLA,SDAH,SEALDAH,36,229
53177,SDAH,SEALDAH,LGL,LALGOLA,29,230
53178,LGL,LALGOLA,SDAH,SEALDAH,36,229
53179,KOAA,KOLKATA,LGL,LALGOLA,35,223
53180,LGL,LALGOLA,KOAA,KOLKATA,39,222
53181,SDAH,SEALDAH,LGL,LALGOLA,34,230
53186,LGL,LALGOLA,SDAH,SEALDAH,33,229
53207,IPR,ISLAMPUR,FUT,FATUHA,5,42
53208,FUT,FATUHA,IPR,ISLAMPUR,5,42
53209,RGD,RAJGIR,FUT,FATUHA,8,71
53210,FUT,FATUHA,RGD,RAJGIR,8,71
53211,PNBE,PATNA JN.,SSM,SASARAM,13,146
53212,SSM,SASARAM,PNBE,PATNA JN.,13,146
53213,PNBE,PATNA JN.,GAYA,GAYA JN.,26,94
53214,GAYA,GAYA JN.,PNBE,PATNA JN.,25,88
53221,RGD,RAJGIR,BKP,BAKHTIYARPUR,8,53
53222,BKP,BAKHTIYARPUR,RGD,RAJGIR,8,53
53223,RGD,RAJGIR,BKP,BAKHTIYARPUR,8,53
53224,BKP,BAKHTIYARPUR,RGD,RAJGIR,7,53
53225,BKP,BAKHTIYARPUR,GAYA,GAYA JN.,13,140
53226,GAYA,GAYA JN.,BKP,BAKHTIYARPUR,13,140
53229,RGD,RAJGIR,DNR,DANAPUR,19,108
53230,DNR,DANAPUR,RGD,RAJGIR,18,108
53231,TIA,TILAIYA,DNR,DANAPUR,20,154
53232,DNR,DANAPUR,TIA,TILAIYA,20,154
53323,SNDT,SINDRI TOWN,DHN,DHANBAD JN.,7,27
53324,DHN,DHANBAD JN.,SNDT,SINDRI TOWN,7,27
53327,SNDT,SINDRI TOWN,GMO,NSC BOSE J G,12,56
53328,GMO,NSC BOSE J G,SNDT,SINDRI TOWN,12,56
53333,SNDT,SINDRI TOWN,DHN,DHANBAD JN.,6,27
53334,DHN,DHANBAD JN.,SNDT,SINDRI TOWN,6,27
53343,GMO,NSC BOSE J G,CPU,CHOPAN,59,460
53344,CPU,CHOPAN,GMO,NSC BOSE J G,58,460
53345,CPU,CHOPAN,ALD,ALLAHABAD JN,23,223
53346,ALD,ALLAHABAD JN,CPU,CHOPAN,23,223
53347,GMO,NSC BOSE J G,BRWD,BARWADIH JN,36,258
53348,BRWD,BARWADIH JN,GMO,NSC BOSE J G,35,258
53349,BRWD,BARWADIH JN,DOS,DEHRI-ON-SON,24,159
53350,DOS,DEHRI-ON-SON,BRWD,BARWADIH JN,24,159
53351,BRWD,BARWADIH JN,CAR,CHUNAR JN.,31,304
53352,CAR,CHUNAR JN.,BRWD,BARWADIH JN,31,304
53357,BRKA,BARKAKANA,DOS,DEHRI-ON-SON,43,316
53358,DOS,DEHRI-ON-SON,BRKA,BARKAKANA,42,316
53363,GAYA,GAYA JN.,DOS,DEHRI-ON-SON,14,85
53364,DOS,DEHRI-ON-SON,GAYA,GAYA JN.,14,85
53365,KWAR,KAWAR,KQR,KODERMA,9,87
53366,KQR,KODERMA,KWAR,KAWAR,9,87
53369,KWAR,KAWAR,KQR,KODERMA,9,87
53370,KQR,KODERMA,KWAR,KAWAR,9,87
53371,KQR,KODERMA,BRKA,BARKAKANA,16,139
53372,BRKA,BARKAKANA,KQR,KODERMA,16,139
53373,KQR,KODERMA,BRKA,BARKAKANA,16,139
53374,BRKA,BARKAKANA,KQR,KODERMA,16,139
53401,SBG,SAHIBGANJ,MLDT,MALDA TOWN,19,103
53402,MLDT,MALDA TOWN,SBG,SAHIBGANJ,19,103
53403,RPH,RAMPUR HAT,GAYA,GAYA JN.,66,433
53404,GAYA,GAYA JN.,JMP,JAMALPUR JN.,21,174
53405,RPH,RAMPUR HAT,SBG,SAHIBGANJ,22,137
53406,SBG,SAHIBGANJ,RPH,RAMPUR HAT,22,137
53408,JMP,JAMALPUR JN.,RPH,RAMPUR HAT,46,259
53411,BHW,BARHARWA JN.,SBG,SAHIBGANJ,10,54
53412,SBG,SAHIBGANJ,BHW,BARHARWA JN.,10,54
53415,SBG,SAHIBGANJ,JMP,JAMALPUR JN.,31,127
53416,JMP,JAMALPUR JN.,SBG,SAHIBGANJ,31,127
53417,BWN,BARDDHAMAN J,MLDT,MALDA TOWN,39,233
53418,MLDT,MALDA TOWN,BWN,BARDDHAMAN J,39,233
53423,JMP,JAMALPUR JN.,KIUL,KIUL JN.,13,45
53424,KIUL,KIUL JN.,JMP,JAMALPUR JN.,13,44
53431,SBG,SAHIBGANJ,JMP,JAMALPUR JN.,31,127
53432,JMP,JAMALPUR JN.,SBG,SAHIBGANJ,31,127
53433,AZ,AZIMGANJ JN.,BHW,BARHARWA JN.,19,87
53434,BHW,BARHARWA JN.,AZ,AZIMGANJ JN.,19,87
53435,KWAE,KATWA JN.,AZ,AZIMGANJ JN.,19,65
53436,AZ,AZIMGANJ JN.,KWAE,KATWA JN.,18,65
53441,HSDA,HANSDIHA,BGP,BHAGALPUR,16,71
53442,BGP,BHAGALPUR,HSDA,HANSDIHA,16,72
53443,HSDA,HANSDIHA,BGP,BHAGALPUR,16,71
53444,BGP,BHAGALPUR,HSDA,HANSDIHA,18,73
53445,HSDA,HANSDIHA,BGP,BHAGALPUR,16,71
53446,BGP,BHAGALPUR,HSDA,HANSDIHA,16,72
53447,BAKA,BANKA,BGP,BHAGALPUR,15,50
53448,BGP,BHAGALPUR,BAKA,BANKA,15,51
53449,BAKA,BANKA,BGP,BHAGALPUR,15,50
53450,BGP,BHAGALPUR,BAKA,BANKA,15,51
53451,DUMK,DUMKA,HSDA,HANSDIHA,6,41
53452,HSDA,HANSDIHA,DUMK,DUMKA,6,41
53479,JMP,JAMALPUR JN.,KIUL,KIUL JN.,13,45
53480,KIUL,KIUL JN.,JMP,JAMALPUR JN.,13,44
53481,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53482,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53483,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53484,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53485,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53486,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53487,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53488,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53489,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53490,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53491,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53492,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53493,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53494,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53495,TPH,TINPAHAR JN.,RJL,RAJMAHAL,2,11
53496,RJL,RAJMAHAL,TPH,TINPAHAR JN.,2,11
53497,BGP,BHAGALPUR,JMP,JAMALPUR JN.,18,52
53498,JMP,JAMALPUR JN.,BGP,BHAGALPUR,18,52
53511,MDP,MADHUPUR JN.,GRD,GIRDIH,7,38
53512,GRD,GIRDIH,MDP,MADHUPUR JN.,7,37
53513,MDP,MADHUPUR JN.,GRD,GIRDIH,7,38
53514,GRD,GIRDIH,MDP,MADHUPUR JN.,7,37
53515,MDP,MADHUPUR JN.,GRD,GIRDIH,7,38
53516,GRD,GIRDIH,MDP,MADHUPUR JN.,7,37
53517,MDP,MADHUPUR JN.,GRD,GIRDIH,7,38
53518,GRD,GIRDIH,MDP,MADHUPUR JN.,7,37
53519,MDP,MADHUPUR JN.,GRD,GIRDIH,7,38
53520,GRD,GIRDIH,MDP,MADHUPUR JN.,7,37
53523,ASN,ASANSOL MAIN,BRKA,BARKAKANA,35,188
53524,BRKA,BARKAKANA,ASN,ASANSOL MAIN,35,188
53525,BRKA,BARKAKANA,BSB,VARANASI JN.,63,453
53526,BSB,VARANASI JN.,BRKA,BARKAKANA,62,453
53551,DUMK,DUMKA,JSME,JASIDIH JN.,9,70
53552,JSME,JASIDIH JN.,DUMK,DUMKA,9,70
53553,DUMK,DUMKA,JSME,JASIDIH JN.,9,70
53554,JSME,JASIDIH JN.,DUMK,DUMKA,9,70
53555,DUMK,DUMKA,JSME,JASIDIH JN.,9,70
53556,JSME,JASIDIH JN.,DUMK,DUMKA,9,70
53611,BRWD,BARWADIH JN,DOS,DEHRI-ON-SON,24,159
53612,DOS,DEHRI-ON-SON,BRWD,BARWADIH JN,24,159
53615,JMP,JAMALPUR JN.,GAYA,GAYA JN.,19,174
53616,GAYA,GAYA JN.,JMP,JAMALPUR JN.,19,174
53623,JAJ,JHAJHA,GAYA,GAYA JN.,20,183
53624,GAYA,GAYA JN.,JAJ,JHAJHA,21,183
53625,KIUL,KIUL JN.,GAYA,GAYA JN.,13,129
53626,GAYA,GAYA JN.,KIUL,KIUL JN.,13,129
53627,KIUL,KIUL JN.,GAYA,GAYA JN.,12,129
53628,GAYA,GAYA JN.,KIUL,KIUL JN.,12,129
53629,KIUL,KIUL JN.,GAYA,GAYA JN.,12,129
53630,GAYA,GAYA JN.,KIUL,KIUL JN.,13,129
53631,KIUL,KIUL JN.,GAYA,GAYA JN.,12,129
53632,GAYA,GAYA JN.,KIUL,KIUL JN.,12,129
53641,DLN,DILDARNAGAR,MGS,MUGHAL SARAI,9,53
53642,MGS,MUGHAL SARAI,DLN,DILDARNAGAR,9,53
53643,DLN,DILDARNAGAR,TRG,TARIGHAT,4,18
53644,TRG,TARIGHAT,DLN,DILDARNAGAR,4,18
53645,DLN,DILDARNAGAR,TRG,TARIGHAT,4,18
53646,TRG,TARIGHAT,DLN,DILDARNAGAR,4,18
53647,DLN,DILDARNAGAR,TRG,TARIGHAT,4,18
53648,TRG,TARIGHAT,DLN,DILDARNAGAR,4,18
54001,TKJ,TILAK BRIDGE,ROK,ROHTAK JN.,20,73
54002,ROK,ROHTAK JN.,TKJ,TILAK BRIDGE,20,73
54005,DLI,DELHI JN.,BNW,BHIWANI JN.,23,119
54006,JIND,JIND JN,ROK,ROHTAK JN.,25,141
54007,ROK,ROHTAK JN.,JIND,JIND JN,25,141
54008,JIND,JIND JN,ROK,ROHTAK JN.,25,141
54009,ROK,ROHTAK JN.,JIND,JIND JN,25,141
54010,NRW,NARWANA JN.,JIND,JIND JN,5,33
54011,TKJ,TILAK BRIDGE,SDLP,SADULPUR JN,39,227
54012,SDLP,SADULPUR JN,TKJ,TILAK BRIDGE,39,227
54013,ROK,ROHTAK JN.,BNW,BHIWANI JN.,7,49
54014,BNW,BHIWANI JN.,ROK,ROHTAK JN.,7,49
54015,ROK,ROHTAK JN.,BNW,BHIWANI JN.,7,49
54016,BNW,BHIWANI JN.,ROK,ROHTAK JN.,7,49
54018,BNW,BHIWANI JN.,ROK,ROHTAK JN.,7,49
54019,RE,REWARI JN.,ROK,ROHTAK JN.,8,81
54023,ROK,ROHTAK JN.,JIND,JIND JN,9,57
54024,JIND,JIND JN,DLI,DELHI JN.,25,127
54025,ROK,ROHTAK JN.,PNP,PANIPAT JN.,6,60
54026,PNP,PANIPAT JN.,ROK,ROHTAK JN.,6,71
54031,DLI,DELHI JN.,JIND,JIND JN,25,127
54032,JIND,JIND JN,DLI,DELHI JN.,25,127
54033,DLI,DELHI JN.,NRW,NARWANA JN.,29,160
54034,JIND,JIND JN,DLI,DELHI JN.,25,127
54035,DLI,DELHI JN.,JHL,JAKHAL JN.,35,199
54036,JHL,JAKHAL JN.,DLI,DELHI JN.,35,199
54037,KKDE,KURUKSHETRA,JIND,JIND JN,17,120
54038,JIND,JIND JN,KKDE,KURUKSHETRA,17,119
54039,KKDE,KURUKSHETRA,JIND,JIND JN,17,120
54040,JIND,JIND JN,KKDE,KURUKSHETRA,17,119
54041,KKDE,KURUKSHETRA,JIND,JIND JN,17,120
54042,JIND,JIND JN,KKDE,KURUKSHETRA,17,119
54043,JIND,JIND JN,HSR,HISAR JN,40,327
54044,HSR,HISAR JN,JIND,JIND JN,40,327
54045,JIND,JIND JN,FZR,FIROZPUR CAN,34,257
54046,FZR,FIROZPUR CAN,JIND,JIND JN,36,257
54047,KKDE,KURUKSHETRA,JIND,JIND JN,10,120
54048,JIND,JIND JN,KKDE,KURUKSHETRA,17,119
54049,ROK,ROHTAK JN.,JIND,JIND JN,25,141
54050,JIND,JIND JN,ROK,ROHTAK JN.,25,141
54051,LDH,LUDHIANA JN.,FZR,FIROZPUR CAN,14,123
54052,FZR,FIROZPUR CAN,LDH,LUDHIANA JN.,14,123
54053,JHL,JAKHAL JN.,LDH,LUDHIANA JN.,19,128
54054,LDH,LUDHIANA JN.,JHL,JAKHAL JN.,19,128
54055,MB,MORADABAD JN,DLI,DELHI JN.,26,160
54056,DLI,DELHI JN.,MB,MORADABAD JN,26,160
54057,DLI,DELHI JN.,SMQL,SHAMLI,24,93
54058,SMQL,SHAMLI,DLI,DELHI JN.,24,93
54059,DLI,DELHI JN.,SMQL,SHAMLI,16,90
54060,SMQL,SHAMLI,DLI,DELHI JN.,24,93
54075,SPC,SITAPUR CITY,DLI,DELHI JN.,40,408
54076,DLI,DELHI JN.,SPC,SITAPUR CITY,44,408
54077,BE,BAREILLY JN.,MB,MORADABAD JN,18,110
54078,MB,MORADABAD JN,BE,BAREILLY JN.,19,110
54085,DLI,DELHI JN.,RE,REWARI JN.,18,82
54086,RE,REWARI JN.,DLI,DELHI JN.,18,82
54091,NBD,NAJIBABAD JN,KTW,KOTDWARA,3,24
54092,KTW,KOTDWARA,NBD,NAJIBABAD JN,3,24
54101,PRG,PRAYAG JN.,CNB,KANPUR CENTR,34,208
54102,CNB,KANPUR CENTR,PRG,PRAYAG JN.,34,208
54103,CAR,CHUNAR JN.,ALD,ALLAHABAD JN,16,120
54104,ALD,ALLAHABAD JN,CAR,CHUNAR JN.,16,120
54107,ALD,ALLAHABAD JN,JNU,JAUNPUR JN.,19,113
54108,JNU,JAUNPUR JN.,ALD,ALLAHABAD JN,19,113
54109,MGS,MUGHAL SARAI,FD,FAIZABAD JN.,33,214
54110,FD,FAIZABAD JN.,MGS,MUGHAL SARAI,33,214
54152,CNB,KANPUR CENTR,FTP,FATEHPUR,13,77
54153,RBL,RAE BARELI J,CNB,KANPUR CENTR,27,167
54154,CNB,KANPUR CENTR,RBL,RAE BARELI J,27,167
54155,CNB,KANPUR CENTR,FBD,FARRUKHABAD,27,138
54156,FBD,FARRUKHABAD,CNB,KANPUR CENTR,27,139
54158,FBD,FARRUKHABAD,CPA,KANPUR ANWAR,26,136
54159,JHS,JHANSI JN,ALD,ALLAHABAD JN,44,397
54161,KURJ,KHAJAURAHO,CNB,KANPUR CENTR,27,261
54162,CNB,KANPUR CENTR,KURJ,KHAJAURAHO,28,261
54201,LKO,LUCKNOW JN.,RBD,RAHIMABAD,7,37
54211,RBL,RAE BARELI J,CNB,KANPUR CENTR,23,128
54212,CNB,KANPUR CENTR,RBL,RAE BARELI J,23,128
